,lat,long,altitude,trajectory_id,subfolder,labels,datetime,distance,timedelta,velocity,acceleration
0,29.885928000000003,121.56748,0,20100217105258,132,,2010-02-17 10:52:58,,,,
1,29.885866999999998,121.56751200000001,0,20100217105258,132,,2010-02-17 10:53:00,7.43490851196072,0 days 00:00:02.000000000,3.71745425598036,
2,29.885747,121.567475,0,20100217105258,132,,2010-02-17 10:53:02,13.773846936136259,0 days 00:00:02.000000000,6.8869234680681295,-1.5847346060438847
3,29.885686,121.56740900000001,0,20100217105258,132,,2010-02-17 10:53:04,9.293465084108437,0 days 00:00:02.000000000,4.6467325420542185,1.1200954630069555
4,29.88562,121.567357,0,20100217105258,132,,2010-02-17 10:53:06,8.874493532309708,0 days 00:00:02.000000000,4.437246766154854,0.10474288794968212
5,29.885538,121.56728600000001,0,20100217105258,132,,2010-02-17 10:53:08,11.386863888200898,0 days 00:00:02.000000000,5.693431944100449,-0.6280925889727973
6,29.885446999999996,121.567205,0,20100217105258,132,,2010-02-17 10:53:10,12.76620376969821,0 days 00:00:02.000000000,6.383101884849105,-0.3448349703743281
7,29.885341999999998,121.56713,0,20100217105258,132,,2010-02-17 10:53:12,13.70985444823665,0 days 00:00:02.000000000,6.854927224118325,-0.23591266963460988
8,29.885253000000002,121.56706499999999,0,20100217105258,132,,2010-02-17 10:53:14,11.6942455380376,0 days 00:00:02.000000000,5.8471227690188,0.5039022275497622
9,29.885178999999997,121.567004,0,20100217105258,132,,2010-02-17 10:53:16,10.099943366488377,0 days 00:00:02.000000000,5.0499716832441885,0.3985755428873059
10,29.885104,121.56693700000001,0,20100217105258,132,,2010-02-17 10:53:18,10.535939244220323,0 days 00:00:02.000000000,5.2679696221101615,-0.10899896943298648
11,29.885031,121.56688600000001,0,20100217105258,132,,2010-02-17 10:53:20,9.473747304791598,0 days 00:00:02.000000000,4.736873652395799,0.26554798485718134
12,29.884946000000003,121.566848,0,20100217105258,132,,2010-02-17 10:53:22,10.112054100955334,0 days 00:00:02.000000000,5.056027050477667,-0.15957669904093397
13,29.884871999999998,121.566791,0,20100217105258,132,,2010-02-17 10:53:24,9.879514224197987,0 days 00:00:02.000000000,4.939757112098993,0.058134969189336694
14,29.884816999999998,121.56674199999999,0,20100217105258,132,,2010-02-17 10:53:26,7.718458831888688,0 days 00:00:02.000000000,3.859229415944344,0.5402638480773247
15,29.884778000000004,121.566701,0,20100217105258,132,,2010-02-17 10:53:28,5.863049150795706,0 days 00:00:02.000000000,2.931524575397853,0.46385242027324547
16,29.884752000000002,121.566674,0,20100217105258,132,,2010-02-17 10:53:30,3.8870219096667875,0 days 00:00:02.000000000,1.9435109548333938,0.4940068102822296
17,29.884731,121.566657,0,20100217105258,132,,2010-02-17 10:53:32,2.848792832601291,0 days 00:00:02.000000000,1.4243964163006455,0.2595572692663741
18,29.884725,121.566644,0,20100217105258,132,,2010-02-17 10:53:34,1.4210267964710352,0 days 00:00:02.000000000,0.7105133982355176,0.35694150903256394
19,29.884715999999997,121.566635,0,20100217105258,132,,2010-02-17 10:53:36,1.323303964800063,0 days 00:00:02.000000000,0.6616519824000315,0.024430707917743044
20,29.884712,121.56663,0,20100217105258,132,,2010-02-17 10:53:38,0.6556544753508131,0 days 00:00:02.000000000,0.32782723767540656,0.1669123723623125
21,29.884708000000003,121.566624,0,20100217105258,132,,2010-02-17 10:53:40,0.7297430350759749,0 days 00:00:02.000000000,0.36487151753798747,-0.018522139931290454
22,29.884684000000004,121.56659499999999,0,20100217105258,132,,2010-02-17 10:53:42,3.863320917831089,0 days 00:00:02.000000000,1.9316604589155446,-0.7833944706887785
23,29.884627000000002,121.566552,0,20100217105258,132,,2010-02-17 10:53:44,7.561507235756394,0 days 00:00:02.000000000,3.780753617878197,-0.9245465794813261
24,29.884556,121.566448,0,20100217105258,132,,2010-02-17 10:53:46,12.761989315922465,0 days 00:00:02.000000000,6.380994657961232,-1.3001205200415178
25,29.884478,121.566355,0,20100217105258,132,,2010-02-17 10:53:48,12.468526807812003,0 days 00:00:02.000000000,6.234263403906001,0.07336562702761551
26,29.884392,121.566267,0,20100217105258,132,,2010-02-17 10:53:50,12.772675393343013,0 days 00:00:02.000000000,6.386337696671506,-0.0760371463827525
27,29.884275,121.56616100000001,0,20100217105258,132,,2010-02-17 10:53:52,16.524319991002123,0 days 00:00:02.000000000,8.262159995501062,-0.9379111494147776
28,29.884133000000002,121.566057,0,20100217105258,132,,2010-02-17 10:53:54,18.67345778966072,0 days 00:00:02.000000000,9.33672889483036,-0.5372844496646492
29,29.883988000000002,121.565946,0,20100217105258,132,,2010-02-17 10:53:56,19.321532355789422,0 days 00:00:02.000000000,9.660766177894711,-0.1620186415321756
30,29.883845,121.565855,0,20100217105258,132,,2010-02-17 10:53:58,18.125835289695495,0 days 00:00:02.000000000,9.062917644847747,0.2989242665234819
31,29.883706,121.56576399999999,0,20100217105258,132,,2010-02-17 10:54:00,17.739375386029952,0 days 00:00:02.000000000,8.869687693014976,0.09661497591638568
32,29.883564,121.565697,0,20100217105258,132,,2010-02-17 10:54:02,17.019400699809538,0 days 00:00:02.000000000,8.509700349904769,0.1799936715551036
33,29.883456,121.565649,0,20100217105258,132,,2010-02-17 10:54:04,12.838403609859522,0 days 00:00:02.000000000,6.419201804929761,1.0452492724875038
