,lat,long,altitude,trajectory_id,subfolder,labels,datetime,distance,timedelta,velocity,acceleration
0,39.975738,116.331174,305.673467847769,20090902130325,049,,2009-09-02 13:03:25,,,,
1,39.975786,116.33126000000001,308.93030511811,20090902130325,049,,2009-09-02 13:03:30,9.076103174389504,0 days 00:00:05.000000000,1.8152206348779008,
2,39.975701,116.33119599999999,307.08891076115503,20090902130325,049,,2009-09-02 13:03:35,10.907046172859243,0 days 00:00:05.000000000,2.1814092345718485,-0.07323771993878955
3,39.975701,116.33119599999999,307.08891076115503,20090902130325,049,,2009-09-02 13:03:38,0.0,0 days 00:00:03.000000000,0.0,0.7271364115239495
4,39.9757,116.331189,301.40648950131197,20090902130325,049,,2009-09-02 13:03:40,0.6081901901465213,0 days 00:00:02.000000000,0.30409509507326066,-0.15204754753663033
5,39.975766,116.33120900000002,283.712450787402,20090902130325,049,,2009-09-02 13:03:45,7.524774428553476,0 days 00:00:05.000000000,1.5049548857106951,-0.2401719581274869
6,39.975776,116.33121100000001,277.388566272966,20090902130325,049,,2009-09-02 13:03:50,1.1234089569562773,0 days 00:00:05.000000000,0.22468179139125546,0.2560546188638879
7,39.975792,116.33120500000001,272.79593503937,20090902130325,049,,2009-09-02 13:03:55,1.849005010353688,0 days 00:00:05.000000000,0.36980100207073757,-0.02902384213589642
8,39.975825,116.331198,265.79125984252005,20090902130325,049,,2009-09-02 13:04:00,3.712599655160862,0 days 00:00:05.000000000,0.7425199310321724,-0.07454378579228696
9,39.975817,116.33118799999998,265.880219816273,20090902130325,049,,2009-09-02 13:04:05,1.2323777733686605,0 days 00:00:05.000000000,0.2464755546737321,0.09920887527168806
10,39.975806,116.331181,266.083018372703,20090902130325,049,,2009-09-02 13:04:10,1.3598987148403006,0 days 00:00:05.000000000,0.2719797429680601,-0.005100837658865598
11,39.975792999999996,116.331185,265.713838582677,20090902130325,049,,2009-09-02 13:04:15,1.4833365232222064,0 days 00:00:05.000000000,0.2966673046444413,-0.00493751233527624
12,39.975792999999996,116.331185,265.713838582677,20090902130325,049,,2009-09-02 13:04:18,0.0,0 days 00:00:03.000000000,0.0,0.0988891015481471
13,39.975798,116.33118999999999,264.681541994751,20090902130325,049,,2009-09-02 13:04:20,0.700461386097889,0 days 00:00:02.000000000,0.3502306930489445,-0.17511534652447225
14,39.975792999999996,116.33118,260.463648293963,20090902130325,049,,2009-09-02 13:04:25,1.0187937167582295,0 days 00:00:05.000000000,0.2037587433516459,0.02929438993945972
15,39.97576,116.33111699999999,237.375095144357,20090902130325,049,,2009-09-02 13:04:30,6.510658233376816,0 days 00:00:05.000000000,1.3021316466753632,-0.21967458066474346
