,trajectory_id,start_time,end_time,v_ave,v_med,a_ave,a_med,labels
0,20081121011125,2008-11-21T01:11:25.000000000,2008-11-21T01:57:54.000000000,6.28491689514,6.44166075296,-0.133763910125,-0.00173167770981,
1,20081114071627,2008-11-14T07:16:27.000000000,2008-11-14T07:17:12.000000000,12.5132138414,11.5094558257,0.14424466118,-0.365606424577,
2,20081119101815,2008-11-19T10:18:15.000000000,2008-11-19T10:18:57.000000000,4.06538227144,3.81532727833,-0.157805395398,0.0737167892474,
3,20081117054241,2008-11-17T05:42:41.000000000,2008-11-17T07:01:50.000000000,8.72524251561,9.45895970996,-0.0724868174247,-0.013557753188,
4,20081211034454,2008-12-11T03:44:54.000000000,2008-12-11T04:19:43.000000000,5.8175116111,5.44527294532,-0.0574687094299,-0.000556234212034,
5,20081108023235,2008-11-08T02:32:35.000000000,2008-11-08T10:48:25.000000000,6.5391475298,5.61972091817,-0.147536378169,0.0034194953904,
6,20081204050400,2008-12-04T05:04:00.000000000,2008-12-04T05:18:37.000000000,2.36134840719,1.67971297629,-0.130379601412,-0.00456733849589,
7,20081112031916,2008-11-12T03:19:16.000000000,2008-11-12T03:59:35.000000000,7.6615020482,7.74349877834,-0.113983072707,0.0175007729954,
8,20081207132903,2008-12-07T13:29:03.000000000,2008-12-07T13:31:20.000000000,1.37589932737,1.54236331561,-0.0487984275896,0.0165868912756,
9,20081119114040,2008-11-19T11:40:40.000000000,2008-11-19T11:49:48.000000000,3.61625010615,3.05530830751,-0.453814022951,-0.00599385914855,
10,20081107085345,2008-11-07T08:53:45.000000000,2008-11-07T09:29:16.000000000,6.79063330521,4.33249694155,-0.382359552672,0.00162912130618,
11,20081115101522,2008-11-15T10:15:22.000000000,2008-11-15T11:09:41.000000000,3.86988930797,2.6433071916,-0.260918471907,0.00527187821151,
12,20081214092748,2008-12-14T09:27:48.000000000,2008-12-14T09:59:23.000000000,11.0190308272,11.992690448,-0.0252300994716,0.00636673232933,
13,20081119103313,2008-11-19T10:33:13.000000000,2008-11-19T10:33:33.000000000,15.6337447833,14.7937554097,2.48854347367,1.5978250269,
14,20081113234943,2008-11-13T23:49:43.000000000,2008-11-14T03:40:53.000000000,15.6234199081,15.8228607559,-0.025179249754,-0.00337755195427,
15,20081210051634,2008-12-10T05:16:34.000000000,2008-12-10T05:40:38.000000000,4.07438826828,4.04899942548,-0.0841903315132,0.00705653060042,
16,20081206051755,2008-12-06T05:17:55.000000000,2008-12-06T06:29:12.000000000,3.75282597792,2.54115175859,-0.202352294033,0.00565823278451,
17,20081123071640,2008-11-23T07:16:40.000000000,2008-11-23T08:50:24.000000000,5.98452606205,4.15819788292,-0.108009071058,0.014632825878,
18,20081121060913,2008-11-21T06:09:13.000000000,2008-11-21T07:56:54.000000000,7.82957990252,1.54292918691,-0.0359740742633,0.00322116600585,
19,20081115002047,2008-11-15T00:20:47.000000000,2008-11-15T07:17:58.000000000,9.2048689324,9.85820162388,-0.089785615307,0.00506336692774,
20,20081208063648,2008-12-08T06:36:48.000000000,2008-12-08T06:50:08.000000000,9.18106467378,10.0531062646,-0.109476189718,-0.0157430384895,
21,20081214002807,2008-12-14T00:28:07.000000000,2008-12-14T01:23:09.000000000,7.61551223371,8.23888824999,-0.0956570265547,0.0188270607808,
22,20081211024057,2008-12-11T02:40:57.000000000,2008-12-11T03:34:02.000000000,12.0023979546,12.8887035403,-0.112926665424,0.0118862457111,
23,20081208112909,2008-12-08T11:29:09.000000000,2008-12-08T11:30:16.000000000,2.74707656178,1.76697139017,0.0662722606994,0.00579905546017,
24,20081211001406,2008-12-11T00:14:06.000000000,2008-12-11T00:27:38.000000000,9.5754734772,9.9157736513,-0.156065612241,0.0360258841679,
25,20081111025500,2008-11-11T02:55:00.000000000,2008-11-11T03:04:15.000000000,10.0774334044,10.5529289419,-0.221939084452,0.157234218912,
26,20081206105743,2008-12-06T10:57:43.000000000,2008-12-06T11:18:07.000000000,8.72247178061,8.99828791702,-0.0641275878005,0.00730047692364,
27,20081111074920,2008-11-11T07:49:20.000000000,2008-11-11T10:22:33.000000000,6.60099919626,6.64439570765,-0.102083815289,0.00146153695982,
28,20081120073715,2008-11-20T07:37:15.000000000,2008-11-20T09:01:02.000000000,2.0918669609,1.68144424902,-0.0787479892894,0.0100009635763,
29,20081123014401,2008-11-23T01:44:01.000000000,2008-11-23T04:10:20.000000000,1.31025519774,1.1949538427,-0.0335867407124,-0.000717063414549,
30,20081209002742,2008-12-09T00:27:42.000000000,2008-12-09T01:34:14.000000000,7.82562407603,8.69836527336,-0.0899093940227,0.0107336473913,
31,20081213075114,2008-12-13T07:51:14.000000000,2008-12-13T12:44:55.000000000,9.55578336671,5.14155914373,-0.0829923713798,0.00183713698995,
32,20081210055142,2008-12-10T05:51:42.000000000,2008-12-10T05:59:36.000000000,3.97285115451,3.81128217791,-0.0509162002576,0.0218783881808,
33,20081204090009,2008-12-04T09:00:09.000000000,2008-12-04T10:21:06.000000000,8.23229798055,7.29563928531,-0.170343849482,0.00734878421282,
34,20081114034128,2008-11-14T03:41:28.000000000,2008-11-14T07:15:21.000000000,16.193155914,16.8267041202,-0.0217253937488,4.84668950307e-07,
35,20081111024443,2008-11-11T02:44:43.000000000,2008-11-11T02:49:26.000000000,1.80517099727,1.65434806048,-0.0701274589725,0.000322065349692,
36,20081205130623,2008-12-05T13:06:23.000000000,2008-12-05T13:34:58.000000000,6.43737182534,5.52841913448,-0.116515979851,-0.00723161245266,
37,20081111054131,2008-11-11T05:41:31.000000000,2008-11-11T05:42:02.000000000,5.57537886653,4.7424917272,-0.250763648744,-0.299434140625,
38,20081209125837,2008-12-09T12:58:37.000000000,2008-12-09T13:41:09.000000000,1.67299251376,1.4846644141,-0.0668817474284,0.00694408130273,
39,20081209101839,2008-12-09T10:18:39.000000000,2008-12-09T12:39:05.000000000,0.617458147708,0.393668278331,-0.0428115395855,5.42522153197e-06,
40,20081120070519,2008-11-20T07:05:19.000000000,2008-11-20T07:19:38.000000000,9.25732862014,10.01809675,-0.179191565321,-0.00702856067127,
41,20081113081650,2008-11-13T08:16:50.000000000,2008-11-13T11:13:06.000000000,7.62108418305,7.78277595856,-0.0883306366857,0.00375392397024,
42,20081109015808,2008-11-09T01:58:08.000000000,2008-11-09T02:53:16.000000000,4.10742854203,3.66280205403,-0.180254353784,0.0120229244677,
43,20081205090006,2008-12-05T09:00:06.000000000,2008-12-05T10:18:45.000000000,14.0461409286,4.4719652074,-0.184608619394,0.00256895863421,
44,20081112010457,2008-11-12T01:04:57.000000000,2008-11-12T01:24:11.000000000,8.24389146909,8.95355888813,-0.0341777186053,0.0170282523611,
45,20081203113445,2008-12-03T11:34:45.000000000,2008-12-03T12:06:02.000000000,4.58555870627,4.62730347873,-0.0470336442092,-0.000436179688979,
46,20081204042340,2008-12-04T04:23:40.000000000,2008-12-04T04:39:17.000000000,9.02011050794,8.81701110354,-0.153404910638,0.0366445099911,
47,20081203094935,2008-12-03T09:49:35.000000000,2008-12-03T10:23:51.000000000,3.90982686512,3.70993320388,-0.059327995879,0.0112761287177,
48,20081122014732,2008-11-22T01:47:32.000000000,2008-11-22T02:51:36.000000000,7.23027047739,8.76488086563,-0.0994792529819,0.00255469563395,
49,20081210093504,2008-12-10T09:35:04.000000000,2008-12-10T09:58:55.000000000,3.20448038548,2.93268190621,-0.121015802508,0.0066976026682,
50,20081123050852,2008-11-23T05:08:52.000000000,2008-11-23T05:18:05.000000000,8.32013961515,9.05074105138,-0.205624044401,0.0305376378958,
51,20081109093223,2008-11-09T09:32:23.000000000,2008-11-09T09:51:25.000000000,2.70124227821,2.13706177771,-0.115178918308,0.00290550896712,
52,20081208093749,2008-12-08T09:37:49.000000000,2008-12-08T10:24:50.000000000,3.93858878248,2.24102061878,-0.335872802992,0.013549244096,
53,20081111033542,2008-11-11T03:35:42.000000000,2008-11-11T03:53:48.000000000,2.63286242389,1.63333050651,-0.112092941577,0.00837315696241,
54,20081117094520,2008-11-17T09:45:20.000000000,2008-11-17T10:52:59.000000000,2.22581720246,1.3548583886,-0.0307101976122,0.00127966937622,
55,20081121052511,2008-11-21T05:25:11.000000000,2008-11-21T05:55:43.000000000,3.37813814585,1.86463186615,-0.310055866832,0.00676355867462,
56,20081110090154,2008-11-10T09:01:54.000000000,2008-11-10T09:28:57.000000000,7.35946146509,4.88791083269,-0.375358094298,0.0415563859339,
57,20081120094844,2008-11-20T09:48:44.000000000,2008-11-20T09:58:37.000000000,1.38407433173,1.24343735984,-0.0195610998391,0.00359435538553,
58,20081210062239,2008-12-10T06:22:39.000000000,2008-12-10T08:28:03.000000000,5.68103487065,4.37996563272,-0.057506086904,0.0109131801378,
59,20081207085936,2008-12-07T08:59:36.000000000,2008-12-07T09:03:58.000000000,4.61061212757,3.61201963298,-0.691416374242,-0.0587508551576,
60,20081110054501,2008-11-10T05:45:01.000000000,2008-11-10T07:48:25.000000000,7.82409196136,7.13124319938,-0.213148290907,0.00281616779337,
61,20081113054922,2008-11-13T05:49:22.000000000,2008-11-13T07:20:45.000000000,5.50096324396,3.25575129158,-0.327125191952,0.00538651952333,
62,20081117124911,2008-11-17T12:49:11.000000000,2008-11-17T13:06:32.000000000,1.8654168051,1.56648840394,-0.0512994401047,0.010516130849,
63,20081120104110,2008-11-20T10:41:10.000000000,2008-11-20T10:59:48.000000000,4.49518533928,3.72260004162,-0.389624076683,0.0315500811881,
64,20081112013757,2008-11-12T01:37:57.000000000,2008-11-12T02:00:32.000000000,3.65800494612,1.99317190825,-0.0889885082229,-0.0141726146354,
65,20081202085215,2008-12-02T08:52:15.000000000,2008-12-02T09:12:18.000000000,2.11067250124,1.69630265881,-0.107694430768,-0.00670076436532,
66,20081122104411,2008-11-22T10:44:11.000000000,2008-11-22T11:24:16.000000000,6.62737089355,5.73704813664,-0.0849543917668,0.00786197083245,
67,20081116051434,2008-11-16T05:14:34.000000000,2008-11-16T05:16:51.000000000,3.60763246902,3.07387747492,-0.267823363355,0.0252446165352,
68,20081210085203,2008-12-10T08:52:03.000000000,2008-12-10T09:02:59.000000000,3.91021366114,3.55730010477,-0.125300266563,0.0403271956151,
69,20081208115451,2008-12-08T11:54:51.000000000,2008-12-08T12:40:38.000000000,6.2799830174,5.95123979543,-0.143515073192,0.00584383417838,
70,20081121042543,2008-11-21T04:25:43.000000000,2008-11-21T05:13:07.000000000,2.07534553793,1.13844266342,0.151546654333,0.00515714122897,
